2.109838975523947724e-02,4.759921568656226842e-01,4.536388318700416145e-01,8.415339901035411296e-01,5.352577018103081841e-01,5.159383689117680305e-02,2.945978945524985182e-02,3.130217311394628554e-01,4.354988994462037910e-01,2.006330375316437431e-01,5.845628594390137600e-01,7.030930995204490719e-01,2.134425344836461402e-01,3.996885274046901859e-02,5.794163927584877749e-01,8.730984995675624694e-01,8.474959769566272616e-01,7.591694476940167302e-01,1.956993175730703527e-02,3.309109089501147682e-01,8.894109547034314556e-01,3.448634854362753188e-03,6.168438653746157740e-01,4.592340346219249136e-01,2.864218181397699681e-01,4.784473850644908044e-01,1.590478853706353002e-01,7.486548132396368960e-01,6.071603028689024351e-01,9.592548630138012511e-01,7.500235204972930392e-01,4.138508113795504872e-01,1.882701967462361292e-01,3.812538832296704649e-01,4.813976518290685735e-02,2.961889639513457517e-01,7.925699099092819999e-01,9.319318039289972155e-01,6.768229357306411176e-01,1.968220356873555676e-01,5.449321816979481037e-01,6.723860406259755118e-01,5.542292379161224414e-01,5.221116884276444381e-02,3.661827045288623683e-01,9.382404711289179522e-01,1.089546516358117501e-01,3.240403582086149870e-01,6.608496137886621380e-01,4.779650709557095034e-01,1.299735038570419832e-01,4.711820022785149220e-01,4.104684363470805231e-01,6.841225403593227394e-01,6.414908992531096477e-01,4.968164406555580781e-01,6.570407489365853726e-01,6.628047528690506063e-03,6.579983711993017126e-01,6.937061274345704964e-01,7.864598641227507070e-01,5.324063874592702694e-01,2.833229956646663439e-01,4.101087317497080775e-01,4.413975073042077923e-01,5.920737991437549086e-01,3.276043019417650415e-01,4.103024626140496789e-01,9.280321662977997210e-02,2.916933072124008319e-01,4.931033205340937808e-01,5.257433214471297633e-01,3.735840329907664792e-01,8.515433225202878598e-01,3.778843834995936346e-01
2.806767336130224777e-01,5.420773520993056316e-01,9.564051713685338685e-01,8.033891495972044217e-01,6.079616844120783181e-01,7.349634081919724782e-01,2.402569875314688463e-01,8.287027160541962090e-01,3.058457249113486487e-01,9.474680387344854848e-01,9.103151511243834371e-01,8.070771630278524844e-01,3.952936395492923083e-01,5.520146438286710477e-01,5.627368675076400706e-01,3.281245609171593580e-01,8.730409442171864765e-01,3.332530584848775179e-01,8.888328955009761057e-02,4.316920396386861869e-01,8.740554852272319764e-02,4.661708578436115635e-01,6.601600167753048920e-01,8.378234913353493907e-01,6.180418006964641942e-01,7.235504434728594614e-01,4.018699335805117068e-01,6.107235270384945292e-01,2.775569311889642954e-01,8.336450500876607661e-01,5.154837659876638778e-01,7.799280699096258207e-01,2.838364420640457908e-01,3.462968704493289973e-01,4.208553640901198101e-01,3.959891029080278013e-01,5.779435996009212317e-01,6.259192206312058637e-01,2.181872719497246482e-01,6.827111241928286445e-01,2.369500216078679333e-01,6.120719653785416936e-01,3.722387491930505554e-01,1.503545149648756185e-01,5.163929938404120401e-01,8.706624845949103575e-01,3.989878641523501024e-01,1.511103252590429991e-01,6.361830767396279285e-01,5.890971656284678115e-01,9.007039428465005715e-01,5.800743945661454015e-01,2.011861016152983739e-01,9.943667130140505517e-01,8.120289276244498922e-01,1.382414443525556980e-01,2.434439857359319559e-01,7.212457779014265213e-01,1.169410845592731008e-01,9.388815839159501131e-01,3.701332331705211587e-01,1.262317985018307498e-01,7.271070597987669970e-01,2.377261202685457819e-01,4.914770537710138054e-01,4.936180780034553628e-01,6.685358579380686894e-01,7.173607190495687735e-01,5.382472362373988961e-01,1.470647382562441097e-01,3.223930069592751968e-01,5.471002314776469699e-01,3.806604601404284249e-02,9.800316834487320383e-01,3.652815266325005750e-01
4.140923681778918564e-02,1.292542322771033092e-01,5.215166626310439035e-01,6.897634894719079091e-01,6.115075256054383068e-01,3.531337505489060558e-01,4.600325521915860083e-02,5.162011679252868079e-01,9.027498574573799006e-01,6.514957426753908987e-01,9.600484978531117486e-01,3.004727452313458169e-01,7.869440282633277661e-02,6.759878152611600299e-01,7.596587279156123973e-01,5.593086387394595738e-01,7.870678006018833051e-01,6.820110247479355126e-01,1.448765880495506142e-01,4.807956808135669391e-01,1.612293966493438813e-01,9.145207678160457432e-01,9.391887703327196357e-01,7.161248509672583085e-01,3.186162130343068721e-01,8.491346901153751237e-01,4.903520470857225533e-02,5.280469266345632073e-01,3.688399133837557686e-01,5.484551352673731062e-01,9.438446383697465247e-01,8.500314643389915714e-01,9.671748814674032690e-01,1.473131759006235386e-01,7.259946710348452736e-01,3.469117202719126380e-01,2.574307837634839391e-01,1.484557635851381230e-01,9.906429492991063457e-01,9.507903048899342124e-01,9.540322495923111434e-01,3.637913112633608392e-01,9.017726737273997761e-01,8.737744344328175483e-01,4.725774985327511057e-01,4.967169661999061292e-01,9.901814767497818526e-01,6.331729385099802432e-01,3.179836901497600232e-01,5.953830966226477672e-01,6.021982462781474421e-01,3.794580793935681262e-01,5.700226074365595252e-01,6.218141639497964945e-02,7.973521733745014828e-02,7.189986427369233768e-01,7.582400611495256904e-01,2.384621406949237743e-01,3.989192426789445189e-02,3.926876938131387274e-01,1.603048034899018370e-01,1.527655258061668686e-01,6.829811283073650152e-02,4.093711293735442514e-01,9.075679876314963757e-01,7.557621611459698352e-01,7.658322186594230807e-01,1.188397692831766328e-01,2.399414094962598609e-01,8.045421393330675075e-01,3.308046178380520397e-01,9.554660886292165589e-02,9.070601453853600615e-01,7.037950797842722483e-01,4.082343000203811911e-01
2.461795543692795185e-01,4.306414552399538964e-01,1.303353473013273423e-01,3.168051376136988839e-01,8.976120514908636494e-02,2.624080118176972398e-01,7.862776491522437405e-01,5.127721655333316031e-01,6.251206633044568139e-01,6.940580511497940197e-01,3.689730891661886503e-01,3.199689681960086185e-01,2.305343842616545125e-01,5.640661961293021998e-01,3.232749873205890134e-01,9.362793983785853147e-01,1.922011323209619205e-01,1.981715642448382830e-01,8.670008699078610714e-01,8.380258790085570730e-02,3.988879540629773901e-01,1.015770760412182394e-02,7.423073820170128512e-01,1.849012501925477725e-01,8.464595565197789995e-01,3.641811927618755496e-01,4.187750642223245778e-01,4.092143827968355296e-01,3.560457100960046084e-01,8.120092338404641952e-01,3.872166309664868411e-01,4.597670029517140211e-01,4.977116694444005951e-02,3.102569087344895227e-01,9.122189215011523578e-01,5.724193856720329876e-01,1.465041764095257326e-01,2.366700760267190784e-01,9.199017074359403523e-01,2.228706813833057909e-01,9.542836970504864347e-01,7.831869157218680488e-01,5.345447061078619777e-01,5.950729869320297016e-01,1.231538019743521062e-01,4.392863512585096775e-01,1.926346410484710558e-01,4.513208891364373088e-02,1.868025506588726348e-01,3.894977918819304552e-01,2.128613476041201213e-01,1.216692096186682281e-01,5.255514407873033145e-01,5.582859813795610915e-01,5.241063018783117533e-01,5.447278586553723212e-01,1.146514842087357211e-01,4.743258467233144593e-01,8.027495113144195171e-01,1.344515379886851436e-01,6.618085236923316739e-01,1.153643637690303647e-01,5.016315250718608176e-01,8.297517686313520269e-01,5.931070502181812198e-02,6.019752922392472838e-01,6.389191925935885363e-01,9.685357888473410393e-01,9.908011047365469226e-01,8.258011441682643339e-01,2.969078509920652920e-01,4.157909924349494357e-01,8.960135962228154005e-01,9.847149925826524930e-01,5.129771814666734819e-01
9.702696768370259184e-01,6.985015205706398556e-01,8.891502548224156088e-01,2.740970307698986641e-02,6.622600099151025876e-01,4.303032061234774996e-01,6.914906179715155643e-01,9.329860310322529715e-01,1.573792947714733881e-01,6.352836113128288442e-01,8.084643086535395762e-01,4.606651713240150769e-01,7.372490429270002199e-01,2.982271437067052222e-01,4.733166132275188343e-01,8.740098115324028694e-01,2.286836251640359530e-01,9.205350034879159482e-01,1.691582945810929939e-01,1.230086814861760525e-01,1.435729564974531636e-01,1.282024143622885193e-01,4.155914122437940339e-01,4.159555875378390111e-01,8.284232979769245997e-02,3.138471883650486571e-01,4.268812360233655845e-01,7.082176668760175042e-01,7.543293129846032619e-01,8.108001127628362559e-01,8.877842821669198470e-01,4.914281583060955416e-01,7.931470693550237705e-01,4.769528509759598522e-01,5.119584850586291758e-01,1.040816314319912284e-01,4.980318119064435223e-01,5.290698973702766539e-01,3.461627641467476257e-01,4.679405845064135150e-01,9.457172133092791588e-01,3.118819106513853745e-01,8.203769885181113608e-01,2.957421057033648992e-02,2.758607736606529803e-01,5.560951453108998743e-01,9.596832919718284449e-01,6.052118121087934899e-02,5.720438904369623545e-01,6.186669852420830784e-01,6.186209270660113502e-01,1.707967547902764505e-01,7.055309977850003911e-01,4.356374899838930670e-01,1.913261674382668032e-01,2.299271953164870874e-01,2.620610056940049226e-01,1.356740953935248184e-01,2.899174126301614640e-01,3.993650014218654842e-01,8.605152004886090777e-01,2.433547123870816176e-01,9.343912288456288628e-01,3.250157755829680140e-01,7.122478884213431227e-01,4.841289701755303598e-01,8.733018327164062677e-01,6.432109195163013826e-01,9.725559583215140913e-01,9.262537312991347971e-01,2.884701583824598181e-01,5.141284190128847520e-02,7.908260794235383306e-01,8.204975821614373110e-01,3.601277689476471977e-01
9.187039728511409153e-01,8.586191064290604746e-02,9.770238793395666921e-01,5.583815020281146513e-01,5.764332674864146577e-01,4.388272775053392305e-02,2.927277015914097058e-01,6.240375972836179619e-01,1.977928036351702668e-01,3.988840195708774905e-01,3.840650341647878774e-01,6.151755141181344255e-01,3.315726594476623434e-01,7.313898549255061221e-01,6.980896166485887067e-01,6.922670713858565250e-01,7.357657763854713595e-01,5.146792627174648915e-01,8.898884290985786816e-02,1.875083328991712373e-01,3.533988016529937548e-01,9.236308642235169231e-01,7.872352608216910408e-01,3.634971538507155708e-01,7.748147282483803799e-01,9.528724681829302545e-01,4.104951633785149934e-01,4.606416960841533959e-01,8.844249705702926789e-01,5.987979495598347857e-01,3.328536750209818429e-01,5.350875652664995874e-01,4.662818764220709733e-01,4.855011683233966258e-01,4.982234502343747540e-01,2.323049587862416887e-01,8.149766806222906723e-01,8.192063677164233004e-01,5.327363201076074084e-02,9.645907449103617859e-01,4.320113540760808224e-01,3.695816442179233885e-01,4.359356383141125280e-01,5.997042166128506713e-01,2.737846284626688220e-01,5.507221501200130209e-01,4.884393972376291915e-01,3.460071409357468042e-02,2.475964309863565305e-01,1.458591240177773418e-01,6.546317217920830656e-01,2.292748609085237810e-01,7.976721002024530494e-01,1.033864473123655703e-01,7.035288038248196374e-01,2.416258314700311383e-01,4.287491036363988428e-01,2.037524522599468702e-01,6.736830939637272753e-01,7.312189560497683871e-01,1.347524764506031758e-01,3.647692289205813898e-01,4.545592000906111263e-01,5.589546093297844687e-01,7.274641974272902933e-01,6.051001168393232987e-01,8.079175050627740440e-02,5.743083908733803700e-02,2.488835988570931024e-01,5.064468938489792293e-01,6.645560081783411510e-01,2.386256588228052866e-01,1.568772671803565499e-01,3.638992699618277538e-01,2.979620094616908244e-01
2.949665150646439971e-01,6.217178140798163000e-02,3.186999741423820476e-01,7.924340480198885928e-01,1.754887529522670686e-01,8.399746199273941949e-01,2.473484766040713323e-01,1.358059811191398847e-01,4.219553292426546642e-01,3.064534924572692720e-02,7.319390423310647709e-01,2.416380169155307733e-02,1.585683424100260419e-01,4.689320489933098690e-01,3.505853083968495376e-01,4.998789414301834100e-01,2.346655362071043971e-01,7.992159956678657196e-02,7.807853185991130429e-01,8.111220051819109100e-01,6.497516197694064299e-01,8.214249627644522045e-01,4.909417540509875000e-01,7.675009308461751001e-01,6.332729329395077045e-01,2.121737473720985978e-02,3.366288739605546310e-01,3.480442485132680952e-01,3.739453352397955621e-01,3.075856685968786364e-01,4.589590520504621685e-01,8.494870951522904834e-01,8.569171706794065368e-02,5.805775866308056088e-01,2.169596214605961082e-01,1.296798721682271838e-01,2.918069974942938405e-02,4.972339702217560831e-01,2.379040785186626872e-01,9.842359411570237304e-01,8.255649385160446219e-01,8.331285029787216523e-01,9.379244057254764178e-01,8.294377669091793637e-01,6.768970897648914908e-01,1.788450277431264945e-01,4.946796901389148848e-01,4.948973415819959421e-01,1.967313308460907351e-01,7.691848147147914982e-01,5.787103379117470858e-01,3.523317330202513364e-01,7.327706076704394444e-01,5.234046020725112713e-01,8.745619067546610559e-01,1.134015607084674082e-01,7.601411166998832680e-01,9.448014137063369677e-01,2.583086909160896560e-01,9.694229286254969491e-01,2.507342334363994452e-01,3.772363735123220874e-01,7.013038714296045972e-01,9.649105540060239905e-01,9.264951310556546193e-01,8.048192562744151957e-01,1.098261437126010209e-01,7.217776224967613619e-01,7.450420795511343286e-01,7.980921859621821213e-01,7.277684504682474520e-01,8.302171610396670287e-01,4.865336663350053881e-01,2.519932603503680646e-01,7.999135827642996910e-01
1.198212954028617938e-01,5.846883739901795884e-01,3.644102067361618680e-01,8.415378406106398534e-01,1.435250748103322760e-02,7.026188085171931608e-01,4.424511364739449615e-01,8.945031374248398892e-01,6.394250305575766014e-01,8.083668796813663349e-01,9.010087487554044872e-01,7.372000973201813245e-01,8.453953614314676512e-01,6.548687329162304893e-01,3.962052989760835864e-01,3.979909869081136309e-01,4.333826024923517206e-01,4.646049259836503298e-01,6.467096708750392775e-01,2.842456085878483085e-01,6.929493088332527861e-01,5.837327123323895472e-01,1.278554506995931428e-01,7.802640798590244620e-01,2.317159687614726016e-01,8.092968089042814617e-01,4.115613707488977591e-01,2.872787475093230292e-01,6.401752756429351932e-01,5.054401399220116442e-01,9.537007590866604101e-01,4.419283964337150650e-01,4.045247862168362962e-01,3.525149835690777333e-02,4.407962934058082816e-01,7.697560918810756325e-01,1.908536925003764262e-01,8.632399266123699233e-01,5.185425457476366962e-01,7.781355929090767454e-01,2.268104540309239248e-01,8.696992073360634290e-01,6.900439209824555942e-01,5.260911307142200899e-01,3.203753817089478595e-01,3.713591176447779141e-01,8.900712229642735451e-01,1.500620156175473952e-01,7.882259933536062135e-01,2.074608715446060181e-01,7.747394459814497258e-01,5.421596387988359966e-01,3.813415357116617388e-01,6.717097217773060347e-01,7.375418664142896485e-01,1.585054111034382984e-01,6.007808087360058114e-01,4.259839466872479274e-01,8.480309464201374325e-02,9.865068137506353141e-01,4.091665509885735741e-01,9.149411342033643146e-01,3.475092700077241359e-01,5.518982714034865733e-01,1.909486350980127423e-01,6.935954499289492814e-01,7.365348097816848405e-02,7.430889623002697730e-01,4.475852278463963163e-01,3.137097137306299466e-02,3.810258579772896059e-02,7.154197846726033649e-01,8.209849470994071696e-01,7.458750720968934100e-01,1.278150314987530622e-01
5.509601218386195320e-02,7.652307249522440902e-01,3.871340684934302390e-01,9.494416264245864046e-02,3.517410149549311527e-01,8.304501948995837157e-01,2.720841540766244515e-01,9.965699272344590298e-01,2.360648802702832727e-01,5.695940401117782770e-02,4.345304591267465932e-01,7.770628086669670864e-01,1.146075834134901994e-01,5.627264787718563310e-01,7.441637978155712929e-01,5.033799050568310562e-01,8.433565954385169317e-02,4.987425922493546881e-01,5.262496847873461281e-01,7.860360919222415532e-01,5.796757495002914373e-01,9.785730862886863335e-01,2.641963390180901428e-01,5.551570504465468403e-01,1.695315268638255546e-01,3.787722547163391296e-01,9.925508231869334397e-01,6.386361037787415817e-01,3.665003559145818546e-01,6.933068042529914043e-01,4.483015715721413441e-01,5.840887399345281450e-01,2.839910342779632391e-01,8.745777305821700320e-01,3.994829671973276763e-02,9.285080987497661420e-01,9.814545056246626320e-02,4.680604426235784876e-01,4.901377239569948419e-02,5.821284829981543396e-01,4.275644499983038971e-01,1.392261994110910450e-01,8.046302286008510940e-02,9.653163076433060041e-01,4.991741307843395870e-01,9.230253453438980182e-01,4.886639343515382095e-01,7.275884356826678445e-01,5.938703819359287817e-01,7.456456377075421083e-01,9.295002546666770726e-01,2.732571362967910478e-01,2.200875641190289667e-01,1.362423406090914613e-01,5.725211944404704489e-01,2.109812694544540568e-01,1.290233225195398514e-01,4.856384763441436991e-01,6.728379391712312474e-01,8.607259394609468872e-01,5.529985085395777711e-01,1.662776541224778581e-01,9.557591071558868556e-01,1.825785937494573963e-01,7.426193464061532357e-01,1.241683962752285764e-01,7.796229474673208593e-01,3.189736062053541987e-01,4.030067590067309968e-01,8.876203461467722100e-01,8.076707174797401745e-01,1.107111744222066818e-02,7.402043668530918774e-01,1.695733486279090707e-01,9.832280744257767546e-01
6.627617466120253598e-01,3.338640528686083186e-01,8.629322993579354728e-01,9.349476459224506097e-01,9.399274130494986723e-01,4.364333172112432324e-01,2.841595533314830169e-01,7.306983600739693774e-01,4.956676554141795643e-01,9.405762797023478061e-01,5.188335654585850554e-01,4.584708401824377777e-01,5.809892357095051141e-01,9.505501315780049421e-01,8.774258870089637341e-01,9.388009288358912796e-01,8.403063828773558175e-01,8.787729953068446065e-02,1.813255043092475427e-01,6.725648820934371219e-01,7.957147809698306151e-01,6.559626590103524446e-01,9.127212258096981667e-01,9.703539190729021380e-01,5.659894937188464370e-01,3.157465920495148293e-01,3.042960851830509572e-01,1.373638755916586351e-01,9.441771268463415856e-01,3.516767336055870441e-01,6.770217800220268423e-02,7.661763502084212307e-01,3.443303920986147126e-01,9.063123067412317546e-01,3.523731514709494972e-01,3.565498977424748084e-01,5.276263034397317142e-01,5.105825686071138181e-01,9.450685228793499482e-01,8.503547285246091381e-01,4.673745501259155555e-01,3.874583360614394234e-01,6.657177801781196669e-01,5.496033632641166289e-01,3.515240862032917857e-01,1.675599919037951135e-01,3.497541695353275637e-01,2.450299125618505824e-01,5.950706299235463126e-01,8.107483189279846014e-01,8.716398403218251767e-01,7.361998644201571684e-01,7.685823971759532247e-01,9.943791393499060716e-01,9.315970747210109426e-01,8.641315102870747999e-01,6.960666106272030973e-01,3.409116856020923958e-01,9.307150392885765733e-03,2.345693223958167373e-02,6.455284123724569501e-01,8.936814478304211384e-02,4.611139319581326612e-01,4.295023188973694506e-01,4.372259030560036175e-01,8.223662707572443331e-01,9.099709686132314568e-01,3.649672534297265791e-02,9.198332594701671416e-01,9.938374668993796845e-01,2.988151714520784763e-01,8.278432588811044379e-01,6.002884034852822293e-01,9.291849991531142550e-01,8.281573274368196902e-01
